segment_id,recording_id,speaker_group_id,dataset_split,duration_seconds,audio_path,review_status,transcription,final_selection
REC094_SEG0013,REC094,SPK009,train,13.584,data/processed/segments/REC094/REC094_SEG0013.wav,reviewed,minzi wenni i ḍayes dd ixerqen aqa netta zi arruḥ iqeddsen nettat ad dd taruw aḥenjir nettat ad t tsemma yasuɛ minzi netta ad issenjem rgens nnes zi ddnub nsen,yes
REC094_SEG0014,REC094,SPK009,train,17.68,data/processed/segments/REC094/REC094_SEG0014.wav,reviewed,marra aya imsar ḥima ad ittwakemmer min inna sidi s uqemmum n unabi umi inna xzar taɛzarect ad teksi ddeyset uca ad dd taruw aḥenjir adas ggen ɛimmanu il min ixes ad yini arebbi nneɣ aqa t akidneɣ,yes
REC094_SEG0015,REC094,SPK009,train,18.352,data/processed/segments/REC094/REC094_SEG0015.wav,reviewed,rami dd ifaq yusuf zeg iḍes igga am mammec tt yumur lmalak n sidi uca yiwyi dd tamɣart nnes ɣares uca netta war ɣares dd iqarreb ca arami dd turuw mmis amenzu uca tsemma t yeccu,yes
REC095_SEG0003_PART02,REC095,SPK009,train,11.4,data/processed/segments/REC095/REC095_SEG0003_PART02.wav,reviewed,nnan ḍi bayt laḥm ḍi yahudiyya minzi ḍ man aya i yuran s ufus n unabi ura ḍ cem bayt laḥm ḍi ṭammurṭ n yahuda,yes
REC095_SEG0004,REC095,SPK009,train,11.824,data/processed/segments/REC095/REC095_SEG0004.wav,reviewed,cem war tedjid ca ḍ tamezyant jar rhukam n yahuda minzi zzayem dd ɣa iffeɣ ujedjid wenni i ɣa yarewsen rgens inu israil,yes
REC095_SEG0006,REC095,SPK009,train,16.56,data/processed/segments/REC095/REC095_SEG0006.wav,reviewed,ḥima ura ḍ necc ad dd aseɣ adas sejdeɣ awarni rami srin i wawar n ujedjid ruḥen uca xzar itri i zrin ḍi ccarq iggur zzatsen arami dd yiweḍ uca ibedd sennej i wemcan mani idja uḥenjir,yes
REC095_SEG0007_PART02,REC095,SPK009,train,10.936,data/processed/segments/REC095/REC095_SEG0007_PART02.wav,reviewed,sejdenas xenni arezmen reknuz nsen uca qeddmenas tirzifin ureɣ mirru ḍ refwaḥet n rebxur,yes
REC095_SEG0009,REC095,SPK009,train,8.944,data/processed/segments/REC095/REC095_SEG0009.wav,reviewed,tarewra ɣar misra umi ruḥen iḍhar dd lmalak n sidi ɣar yusuf ḍi tarjit inna kkar,yes
REC095_SEG0010_PART02,REC095,SPK009,train,10.888,data/processed/segments/REC095/REC095_SEG0010_PART02.wav,reviewed,ad t isshellek uca ikkar dd yusuf yiwi aḥenjir ḍ yemmas s djiret uca yarwer ɣar misra iqqim dinni arami immut hirudus,yes
REC095_SEG0011,REC095,SPK009,train,10.16,data/processed/segments/REC095/REC095_SEG0011.wav,reviewed,ḥima ad ittwakemmer min ittwannan zi sidi zeg unabi i innan raɣiɣ dd x mmi ḥima ad iffeɣ zi misra,yes
REC095_SEG0013_PART01,REC095,SPK009,train,12.52,data/processed/segments/REC095/REC095_SEG0013_PART01.wav,reviewed,rami izra hirudus belli imusnawen cemten t ixeyyeq attas uca issekk inɣa marra iḥenjiren n bayt laḥm ḍ qqaɛ jjwayeh i ḍas dd yudsen marra iḥ,yes
REC095_SEG0013_PART02,REC095,SPK009,train,12.52,data/processed/segments/REC095/REC095_SEG0013_PART02.wav,reviewed,enjiren zi ṭnayen n iseggʷusa swadday ɛlaḥsab rweqt i yiweḍ ad issen zeg imusnawen rexdenni ittwakemmer min ittwannan zeg unabi irmiya umi inna,yes
REC095_SEG0014,REC095,SPK009,train,13.616,data/processed/segments/REC095/REC095_SEG0014.wav,reviewed,tmijja tettwaser ḍi rama imettawen ḍ tɣuyyit n wecḍan attas rahil tettru x iḥenjiren nnes war tettexs ad tettwaɛezza minzi niṭni war qqimen ɛad,yes
REC095_SEG0015,REC095,SPK009,train,2.672,data/processed/segments/REC095/REC095_SEG0015.wav,reviewed,adwar zi misra ɣar nasera,yes
REC095_SEG0017_PART01,REC095,SPK009,train,12.46,data/processed/segments/REC095/REC095_SEG0017_PART01.wav,reviewed,arxilawus iḍwer ḍ ajedjid ḍi yahudiyya deg wemcan n babas hirudus iggʷed ad iraḥ dinni xenni iweḥḥas dd arebbi ḍi tarjit maḥend ad iraḥ ɣar jjwayeh,yes
REC095_SEG0017_PART02,REC095,SPK009,train,12.46,data/processed/segments/REC095/REC095_SEG0017_PART02.wav,reviewed,n ljalil rami dd yiweḍ izdeɣ ḍi tendint qqarenas nnasira ḥima ad ittwakemmer min ittwannan zeg unabi i innan ad t semman nnasiri,yes
REC096_SEG0001,REC096,SPK009,train,2.896,data/processed/segments/REC096/REC096_SEG0001.wav,reviewed,abarreḥ n yuḥanna amseɣḍas,yes
REC096_SEG0003_PART01,REC096,SPK009,train,10.92,data/processed/segments/REC096/REC096_SEG0003_PART01.wav,reviewed,tmijja i ittraɣan ḍi rexra swejdem abrid n sidi seggem imesraq nnes yuḥanna wanita tuɣa yarreḍ arruḍ n ta,yes
REC096_SEG0004_PART01,REC096,SPK009,train,10.616,data/processed/segments/REC096/REC096_SEG0004_PART01.wav,reviewed,rexdenni teffeɣ dd ɣares urcalim ḍ qqaɛ yahudiyya ḍ marra jjwayeh i ḍas dd innḍen i l urdun uca ttwassɣeḍsen zzayes,yes
REC096_SEG0004_PART02,REC096,SPK009,train,10.616,data/processed/segments/REC096/REC096_SEG0004_PART02.wav,reviewed,deg iɣzar n l urdun neɛmen s ddnub nsen rami izra attas n ifarisiyyen ḍ isaduqiyyen ttasen dd maḥend ad ttwassɣeḍsen inna asen,yes
REC096_SEG0005,REC096,SPK009,train,15.248,data/processed/segments/REC096/REC096_SEG0005.wav,reviewed,a ṭarwa n ifiɣran wi ḍ awem imren aqa tzemmarem ad tarewrem zeg weɣḍab i dd ɣa yasen ggem rɣidjet i ɣa iriqqen i ttubet war ttɣirem ca ad tinim deg ixef nwem ibrahim ḍ jedditneɣ,yes
REC096_SEG0006_PART01,REC096,SPK009,train,14.024,data/processed/segments/REC096/REC096_SEG0006_PART01.wav,reviewed,minzi necc ad awem iniɣ belli arebbi izemmar ad issnekkar zeg izra ya ṭarwa i ibrahim xzar tacaqurt tettwassars ɣar izewran n tcejjura,yes
REC096_SEG0007_PART01,REC096,SPK009,train,11.752,data/processed/segments/REC096/REC096_SEG0007_PART01.wav,reviewed,necc war sdihidjeɣ ad ksiɣ sandaliyat nnes aqa netta ad kenniw isseɣḍes ḍi arruḥ iqeddsen ḍ ṭmessi tazzart nnes deg ufus nnes ad izzu,yes
REC096_SEG0008,REC096,SPK009,train,5.232,data/processed/segments/REC096/REC096_SEG0008.wav,reviewed,aseɣḍes n yasuɛ s waman sufus n yuḥanna amseɣḍas,yes
REC096_SEG0011_PART01,REC096,SPK009,train,12.699,data/processed/segments/REC096/REC096_SEG0011_PART01.wav,reviewed,rexdenni isamḥas awarni rami ittwasseɣḍes yasuɛ yuri dd zeg waman deɣya u ttwarzmenas ijenwan uca izra arruḥ n are,yes
REC096_SEG0011_PART02,REC096,SPK009,train,12.699,data/processed/segments/REC096/REC096_SEG0011_PART02.wav,reviewed,bbi ihwa dd am tadbirt tarsa xas xzar tusa dd ict n tmijja zeg ijenwan ṭenna ḍ wa ḍ mmi iɛizzen ḍayes ufiɣ arḍa inu xariṭa n ṭammurṭ n israil ḍi rweqt n yeccu lmasiḥ mt,yes
REC097_SEG0001,REC097,SPK009,train,3.472,data/processed/segments/REC097/REC097_SEG0001.wav,reviewed,ibris ittjarreb yasuɛ ḍi rexra,yes
REC097_SEG0002_PART02,REC097,SPK009,train,11.96,data/processed/segments/REC097/REC097_SEG0002_PART02.wav,reviewed,jjuɛ ɣar uneggar yusa dd ɣares umjarrab innas mara cek ḍ mmis n arebbi ini i izra ya ad dewren ḍ aɣrum yarra dd xas inna aqa tura,yes
REC097_SEG0003,REC097,SPK009,train,7.504,data/processed/segments/REC097/REC097_SEG0003.wav,reviewed,bnaḍem war iddar s weɣrum waha maca zi kur awar i dd ittekken zeg uqemmum n arebbi,yes
REC097_SEG0004_PART02,REC097,SPK009,train,13.032,data/processed/segments/REC097/REC097_SEG0004_PART02.wav,reviewed,ɣar wadday minzi aqa tura ad yumur lmalakat nnes xak ad cek ksint x ifassen nsent ḥima aḍar nnec war ineggeḥ ca azru,yes
REC097_SEG0005,REC097,SPK009,train,16.624,data/processed/segments/REC097/REC097_SEG0005.wav,reviewed,yasuɛ innas tura ɛaweḍ war ttjarrab sidi arebbi nnec yiwyi t ɛaweḍ ibris ɣar wedrar yuɛran attas isscenas marra tigeldiwin n ddunect ḍ uɛudji nsent innas,yes
REC097_SEG0006,REC097,SPK009,train,18.0,data/processed/segments/REC097/REC097_SEG0006.wav,reviewed,ad ac wceɣ marra man aya mara tewḍid ayi ɣar iḍaren ad ayi tsejded innas yasuɛ ruḥ a cciṭan minzi tura sidi arebbi nnec umi ɣa tsejded u i netta weḥḥdes umi ɣa tsexxared,yes
REC097_SEG0011_PART01,REC097,SPK009,train,10.12,data/processed/segments/REC097/REC097_SEG0011_PART01.wav,reviewed,rgens i iqqimen ḍi tadjest izra tafawt tameqqrant u x yinni izedɣen ḍi ṭammurṭ ḍ tiri n rmewt aqa tenqar dd,yes
REC097_SEG0011_PART02,REC097,SPK009,train,10.12,data/processed/segments/REC097/REC097_SEG0011_PART02.wav,reviewed,xasen tfawt zi ssin ibḍa yasuɛ ittbarreḥ inna tubem minzi tageldit n ijenwan aqa tudes dd,yes
REC097_SEG0015_PART02,REC097,SPK009,train,14.152,data/processed/segments/REC097/REC097_SEG0015_PART02.wav,reviewed,ak ḍ babatsen zabdi deg uɣarrabu ɛeddren tiracciwin nsen uca netta iraɣa xasen deɣya semḥen deg uɣarrabu u ḍi babatsen ḍfaren t,yes
REC097_SEG0017_PART01,REC097,SPK009,train,13.592,data/processed/segments/REC097/REC097_SEG0017_PART01.wav,reviewed,tuɣa ittenneḍ ḍi ṭammurṭ n ljalil marra issermad ḍi ṭemzidawin nsen ittbarreḥ s rexbar asebḥan n tgeldit uca issgenfa kur rehrac ḍ kur,yes
REC097_SEG0017_PART02,REC097,SPK009,train,13.592,data/processed/segments/REC097/REC097_SEG0017_PART02.wav,reviewed,reɛyubat i idjan ḍi rgens iffeɣ rexbar xas ḍi suriya marra uca iwyen dd ɣares marra imehrac inni ɣar idja ɛram kur rehrac ḍ reḥriq,yes
REC098_SEG0003_PART01,REC098,SPK009,train,10.824,data/processed/segments/REC098/REC098_SEG0003_PART01.wav,reviewed,minzi tageldit n ijenwan aqa tt i niṭni sseɛd n yinni ittecḍinen minzi niṭni ad ttwaɛezzan sseɛd n imwaḍɛen,yes
REC098_SEG0006_PART01,REC098,SPK009,train,12.184,data/processed/segments/REC098/REC098_SEG0006_PART01.wav,reviewed,sseɛd i kenniw mara ttɛayaren u ttdarracen xawem uca ad xawem inin ɛram kur awaren iɛeffanen x ssibbet inu waxxa ssxarriqen farḥem,yes
REC098_SEG0006_PART02,REC098,SPK009,train,12.184,data/processed/segments/REC098/REC098_SEG0006_PART02.wav,reviewed,sriwerwem minzi rmunet nwem ḍ tameqqrant deg ijenwan minzi ammu i tuɣa ttdarracen inabiyyen inni qber nwem,yes
REC098_SEG0008,REC098,SPK009,train,15.536,data/processed/segments/REC098/REC098_SEG0008.wav,reviewed,kenniw ḍ tamedjaḥt n ṭammurṭ maca mara tamedjaḥt ixessar ureddi nnes mammec ɣa negg ad tt narr ḍ tamedjaḥt war tneffeɛ ɛad i walu ḥaca ad temmenḍar ɣar barra ad xas ɛefsen iwḍan,yes
REC098_SEG0009_PART01,REC098,SPK009,train,13.656,data/processed/segments/REC098/REC098_SEG0009_PART01.wav,reviewed,kenniw ḍ tafawt n ddunect tandint i ittwabnan x wedrar war tzemmar ad tennuffar war ssreqqin refnar uca ad t ssarsen sadu rmud maca ad t ssarsen x rmerfeɛ,yes
REC098_SEG0009_PART02,REC098,SPK009,train,13.656,data/processed/segments/REC098/REC098_SEG0009_PART02.wav,reviewed,maḥend ad yarɣ i marra inni idjan ḍi ṭaddarṭ jjem tafawt nwem ad tarɣ i iwḍan ḥima ad zaren rexḍayem nwem icnan ad ssuɛran babatwem i idjan deg ijenwan,yes
REC098_SEG0011,REC098,SPK009,train,12.624,data/processed/segments/REC098/REC098_SEG0011.wav,reviewed,aqa ad awem ittɣir aqa usiɣ dd ḥima ad ssbettreɣ ccariɛa niɣ inabiyyen necc war dd usiɣ ca ḥima ad ssbettreɣ maca ḥima ad kemmreɣ,yes
REC098_SEG0012_PART02,REC098,SPK009,train,11.768,data/processed/segments/REC098/REC098_SEG0012_PART02.wav,reviewed,s uya wenni i ɣa issbettren zi twessa ya icten waxxa ḍ tamezyant uca issermad iwḍan ammu ad ittwasemma ḍ amezyan ḍi tgeldit n ijenwan,yes
REC098_SEG0014,REC098,SPK009,train,2.192,data/processed/segments/REC098/REC098_SEG0014.wav,reviewed,axyeq ḍ wenɣay,yes
REC098_SEG0015_PART01,REC098,SPK009,train,10.488,data/processed/segments/REC098/REC098_SEG0015_PART01.wav,reviewed,aqa tesrim belli ittwanna i rejdud war neqq u wenni ineqqen ad ittwaḥaseb maca necc ad awem iniɣ marra wenni,yes
REC098_SEG0015_PART02,REC098,SPK009,train,10.488,data/processed/segments/REC098/REC098_SEG0015_PART02.wav,reviewed,ittxeyyaqen x umas bra ssibbet nhra ma ad xas ittwaḥakem u marra wenni iqqaren i umas ad xak ssusfeɣ,yes
REC098_SEG0020_PART02,REC098,SPK009,train,13.944,data/processed/segments/REC098/REC098_SEG0020_PART02.wav,reviewed,mara tessenqarḍ cek ṭitt nnec tafusect qess i tt nḍar i tt xak iḥra ac mara iweddar ijjen ttarf n arrimet nnec x uwettu n arrimet nnec marra ḍi jehennama,yes
REC098_SEG0021,REC098,SPK009,train,14.928,data/processed/segments/REC098/REC098_SEG0021.wav,reviewed,mara tessenqarḍ cek afus nnec afusi qess i t nḍar i t xak minzi iḥra ac mara iweddar ijjen ttarf n arrimet nnec waha x uwettu n arrimet nnec marra ḍi jehennama,yes
REC098_SEG0022,REC098,SPK009,train,1.072,data/processed/segments/REC098/REC098_SEG0022.wav,reviewed,adjaf,yes
REC098_SEG0025,REC098,SPK009,train,19.248,data/processed/segments/REC098/REC098_SEG0025.wav,reviewed,aqa tesrim ɛaweḍ belli ittwanna i rejdud war tejjadjid zur maca egg min tejjudjed i sidi maca necc ad awem iniɣ war tejjadjam ɛemmas ura ɣar ujenna minzi netta ḍ rɛarc n arebbi,yes
REC098_SEG0026,REC098,SPK009,train,5.392,data/processed/segments/REC098/REC098_SEG0026.wav,reviewed,ura ɣar ṭammurṭ minzi nettat ḍ tanebdat sadu iḍaren nnes,yes
REC098_SEG0027_PART01,REC098,SPK009,train,12.888,data/processed/segments/REC098/REC098_SEG0027_PART01.wav,reviewed,ura ɣar tendint n urcalim minzi nettat ḍ tandint n ujedjid ḍ ameqqran war tejjadjam ura ɣar uzedjif nnec minzi war tzemmared ad tarred ura ḍ ijjen uzettu,yes
REC098_SEG0029,REC098,SPK009,train,5.872,data/processed/segments/REC098/REC098_SEG0029.wav,reviewed,aqa tesrim belli ittwanna ṭitt s ṭitt ḍ tiɣmest s teɣmest,yes
REC098_SEG0030_PART02,REC098,SPK009,train,14.664,data/processed/segments/REC098/REC098_SEG0030_PART02.wav,reviewed,uca netta ad xak ikkes tcamir nnec ejj i t ad iksi ura ḍ ajedjab wenni xak iggin bezzez ḥima ad kides tuyured ijjen kilumitr uyur akides ṭnayen,yes
REC098_SEG0033_PART01,REC098,SPK009,train,11.64,data/processed/segments/REC098/REC098_SEG0033_PART01.wav,reviewed,aqa tesrim belli ittwanna ad texsed jjar nnec ad tcarhed reɛdu nnec maca necc ad awem iniɣ xsem rɛedyan nwem u barkem inni kenniw ineɛɛren,yes
REC098_SEG0033_PART02,REC098,SPK009,train,11.64,data/processed/segments/REC098/REC098_SEG0033_PART02.wav,reviewed,ggem tcuni i yinni kenniw icarrhen zadjem i yinni kenniw ittawyen ḍ imeḥbas ḍ yinni xawem ittdarracen ḥima ad tirim ḍ ṭarwa n babatwem i idjan deg ijenwan,yes
REC098_SEG0034_PART01,REC098,SPK009,train,13.78,data/processed/segments/REC098/REC098_SEG0034_PART01.wav,reviewed,minzi netta issneqqar tafuct nnes x iɛeffanen ḍ isebḥanen uca netta yarexxu dd i wenzar ḥima ad iwwet x imseggaden u x yinni war iseggden minzi mara texsem,yes
REC099_SEG0002_PART01,REC099,SPK009,train,14.476,data/processed/segments/REC099/REC099_SEG0002_PART01.wav,reviewed,ḥḍam war tseddaqem zzat i iwḍan ḥima ad kenniw zaren mara amya war ɣarwem ittiri bu rajar zi babatwem i idjan deg ijenwan mara tseddqed war tt ttegg ḍi rbu,yes
REC099_SEG0003,REC099,SPK009,train,16.344,data/processed/segments/REC099/REC099_SEG0003.wav,reviewed,xmi ɣa tseddqed ittxessa afus nnec azermaḍ war issin min ittegg ufusi nnec ḥima ssedqet nnec ad tiri s tnuffra uca babac wenni ittwaran ḍi tnuffra ad cek ixedjes s bṭayṭay,yes
REC099_SEG0007_PART01,REC099,SPK009,train,12.12,data/processed/segments/REC099/REC099_SEG0007_PART01.wav,reviewed,war ttirim xenni am niṭni minzi babatwem issen min teḥdajem qber ḍas i ɣa tettarem ca ammu i ɣa tezzadjem kenniw a babatneɣ i idjan deg ijenwan,yes
REC099_SEG0007_PART02,REC099,SPK009,train,12.12,data/processed/segments/REC099/REC099_SEG0007_PART02.wav,reviewed,isem nnec ad yiri ittwaqeddes ejj ad dd tas tgeldit nnec ad yiri rxaḍar nnec am deg ujenna ammu ɛaweḍ ḍi ṭammurṭ ewc aneɣ ass a aɣrum n kur ass,yes
REC099_SEG0009_PART01,REC099,SPK009,train,10.152,data/processed/segments/REC099/REC099_SEG0009_PART01.wav,reviewed,maɣar mara kenniw tsamḥem i iwḍan i iɛeddiyen nsen ura ḍ babatwem i idjan deg ijenwan ad awem iɣfar,yes
REC099_SEG0010,REC099,SPK009,train,18.864,data/processed/segments/REC099/REC099_SEG0010.wav,reviewed,azummi mara tzummem war tteggem aɣembub abarcan am yimnafqen inni issneqraben aɣembub nsen ḥima ad ṭen zaren iwḍan belli aqa zummen s tidett necc ad awem iniɣ aqa niṭni ufin rajar nsen zi beɛda,yes
REC099_SEG0011,REC099,SPK009,train,18.768,data/processed/segments/REC099/REC099_SEG0011.wav,reviewed,maca cek mara tzummed dhen azedjif nnec uca sired aɣembub nnec ḥima war tbinid ca i iwḍan belli tettzummed maca i babac wenni idjan ḍi tnuffra uca babac i ittwaran ḍi tnuffra aqa netta i cek i ɣa ixedjsen,yes
REC099_SEG0012,REC099,SPK009,train,2.0,data/processed/segments/REC099/REC099_SEG0012.wav,reviewed,reknuz ḍ gjunna,yes
REC099_SEG0014_PART01,REC099,SPK009,train,11.64,data/processed/segments/REC099/REC099_SEG0014_PART01.wav,reviewed,u mani ɣa ssnuqqben ixewwanen ad ṭen acaren maca smunem i yixef nwem reknuz deg ujenna mani war ṭen tettett ca tcinda,yes
REC099_SEG0014_PART02,REC099,SPK009,train,11.64,data/processed/segments/REC099/REC099_SEG0014_PART02.wav,reviewed,ḍ ddra u mani war ssnuqquben ixewwanen war ṭen ttacaren minzi mani ɣa yiri rkenz nnec aqa ad din yiri ura ḍ ur nnec,yes
REC099_SEG0018_PART02,REC099,SPK009,train,10.232,data/processed/segments/REC099/REC099_SEG0018_PART02.wav,reviewed,netta ad icarh ijjen ad ixes wenneɣni niɣ ad iweqqar ijjen ad isseḥqar wenneɣni kenniw war tzemmarem ad tsexxarem i arebbi ḍ tenɛacin,yes
REC099_SEG0019,REC099,SPK009,train,1.168,data/processed/segments/REC099/REC099_SEG0019.wav,reviewed,imunas,yes
REC099_SEG0021_PART01,REC099,SPK009,train,12.952,data/processed/segments/REC099/REC099_SEG0021_PART01.wav,reviewed,ma war teḥri ṭudarṭ x macca niɣ arrimet x warruḍ xzarem ɣar ijḍaḍ n ujenna aqa niṭni war zarrɛen war mejjaren uca war ttxemmiren ḍi remrasi waxxa amenni,yes
REC099_SEG0021_PART02,REC099,SPK009,train,12.952,data/processed/segments/REC099/REC099_SEG0021_PART02.wav,reviewed,babatwem i idjan deg ijenwan i ṭen isseccan xzarem ma kenniw war tessekkʷim ca ktar attas xasen man wen zzaywem izemmar s wemnus nnes ad yarni mɣir ijjen uɣir ḍi tuzzeggart nnes,yes
REC099_SEG0023_PART02,REC099,SPK009,train,10.644,data/processed/segments/REC099/REC099_SEG0023_PART02.wav,reviewed,djan ass a uca tiwecca ad immenḍar ḍi tefqunt ma xenni war kenniw issyirreḍ attas ḥsen zzayes a kenniw i ḍi idja drus n l iman,yes
REC099_SEG0024_PART02,REC099,SPK009,train,11.136,data/processed/segments/REC099/REC099_SEG0024_PART02.wav,reviewed,issen blli teḥdajem man aya marra arzum amezwaru x tgeldit n arebbi ḍ tsegda nnes uca man aya marra ad ɣarwem immarni ɛaweḍ,yes
REC099_SEG0025,REC099,SPK009,train,8.968,data/processed/segments/REC099/REC099_SEG0025.wav,reviewed,xni war kessim amnus i min i ɣa yiri tiwecca minzi tiwecca ad teksi amnus i yixef nnes icfa i kur ass tuɛeffna nnes,yes
REC100_SEG0002,REC100,SPK009,train,7.568,data/processed/segments/REC100/REC100_SEG0002.wav,reviewed,war ḥekkmem ḥima war tettwaḥakamem minzi ɛlaḥsab rḥukm i zi ɣa tḥekmem ad tettwaḥakmem,yes
REC100_SEG0004_PART01,REC100,SPK009,train,11.38,data/processed/segments/REC100/REC100_SEG0004_PART01.wav,reviewed,cek a amnafeq suffeɣ dd amezwaru taḥnact zi ṭitt nnec xenni tzemmared ad texzared mliḥ ḥima ad tessuffɣed axecciw zi ṭitt n umac war tticem min iqedd,yes
REC100_SEG0006_PART02,REC100,SPK009,train,12.264,data/processed/segments/REC100/REC100_SEG0006_PART02.wav,reviewed,wenni i ɣa issqarqben adas ittwarzem niɣ man bnaḍem jar awem mara mmis ittaras aɣrum adas iwc azru niɣ mara ittaras tasremt adas iwc afiɣar,yes
REC100_SEG0007_PART01,REC100,SPK009,train,11.672,data/processed/segments/REC100/REC100_SEG0007_PART01.wav,reviewed,mara kenniw waxxa kenniw ḍ iɛeffanen aqa tessnem mammec ɣa tewcem min isebḥen i ṭarwa nwem mecḥar ɛad babatwem i idjan deg ijenwan ad yewc min isebḥen i yinni,yes
REC100_SEG0009,REC100,SPK009,train,17.904,data/processed/segments/REC100/REC100_SEG0009.wav,reviewed,adfem zi tewwart iḥsaren minzi tawwart temɣar ura ḍ abrid i ittawyen ɣar uhellek ḍ miriw uca attas i zzayes ittadfen mammec teḥsar tewwart u mammec imzi webrid i ittawyen ɣar ṭudarṭ mɣir drus n yinni t ittafen,yes
REC100_SEG0011,REC100,SPK009,train,11.152,data/processed/segments/REC100/REC100_SEG0011.wav,reviewed,ḥḍam ixef nwem zeg inabiyyen issxarriqen i dd ittasen ɣarwem s thiḍurt n izmaren maca deg iɛeddisen nsen aqa niṭni ḍ uccanen ittettfen,yes
REC100_SEG0012_PART02,REC100,SPK009,train,11.576,data/processed/segments/REC100/REC100_SEG0012_PART02.wav,reviewed,tettawi dd rɣidjet tesbeḥ uca tacejjart taɛeffant tettawi dd rɣidjet taɛeffant tacejjart tasebḥant war tzemmar ad tewc rɣidjet taɛeffant,yes
REC100_SEG0015,REC100,SPK009,train,12.144,data/processed/segments/REC100/REC100_SEG0015.wav,reviewed,war idji ca kur ijjen wenni ḍ ayi ɣa inin a sidi a sidi ad yadef ɣar tgeldit n ijenwan maca ḍ wenni itteggen min ixes baba i idjan deg ijenwan,yes
REC100_SEG0016_PART02,REC100,SPK009,train,10.984,data/processed/segments/REC100/REC100_SEG0016_PART02.wav,reviewed,ma war neggi attas n reɛjayeb xenni necc ad asen iniɣ nican ɛemmas war kenniw ssineɣ beɛɛdem xafi a kenniw inni itteggen min idjan daɛffan,yes
REC100_SEG0019,REC100,SPK009,train,14.352,data/processed/segments/REC100/REC100_SEG0019.wav,reviewed,waxxa amenni war dd tewḍi ca minzi dsas nnes immars x ssedjaḥ maca marra wenni ittesran i wawaren inu war zzaysen ittegg ad yiri am yijjen bnaḍem ḍ afɣur,yes
REC100_SEG0020,REC100,SPK009,train,19.504,data/processed/segments/REC100/REC100_SEG0020.wav,reviewed,i ibna ṭaddarṭ nnes x ijdi xenni iwta wenzar ḥemren dd iɣezran suḍen dd isemmiḍen reqfen ṭaddarṭ nni uca tewḍa tuɣa awettu nnes ḍ ameqqran awarni rami ikemmer yasuɛ awaren a aqa imsar belli rɣaci iqqim ittebhet s tɣuri nnes,yes
REC101_SEG0001,REC101,SPK009,train,2.352,data/processed/segments/REC101/REC101_SEG0001.wav,reviewed,asgenfi n ijjen bu rbars,yes
REC101_SEG0002,REC101,SPK009,train,14.224,data/processed/segments/REC101/REC101_SEG0002.wav,reviewed,rami dd ihwa zeg wedrar ḍfaren t i dd attas n rɣaci xzar yusa dd ɣares ijjen i ḍi idja rbars isjedas inna a sidi mara texsed tzemmared ad ayi tessizdeged,yes
REC101_SEG0003_PART01,REC101,SPK009,train,12.712,data/processed/segments/REC101/REC101_SEG0003_PART01.wav,reviewed,yasuɛ isswizzeḍ afus nnes uca iḥada t inna necc xseɣ zdeg uca ittwassizdeg zi rbars nnes rexdenni xenni innas yasuɛ xzar,yes
REC101_SEG0003_PART02,REC101,SPK009,train,12.712,data/processed/segments/REC101/REC101_SEG0003_PART02.wav,reviewed,war tteqqar i ḥed maca ruḥ scen ixef nnec i ukehhan uca ewc taɣarst i arebbi ɛlaḥsab min zzayes iwessa musa aqa tt ḍ cchadet i niṭni,yes
REC101_SEG0004,REC101,SPK009,train,2.8,data/processed/segments/REC101/REC101_SEG0004.wav,reviewed,amsexxar n rqebṭan arumani,yes
REC101_SEG0006_PART01,REC101,SPK009,train,12.552,data/processed/segments/REC101/REC101_SEG0006_PART01.wav,reviewed,uca rqebṭan x mya yarra dd inna a sidi necc war sdihedjeɣ ad tadfed swadday i tzeqqa inu maca ini ijjen wawar waha xenni ad iggenfa uḥenjar inu minzi,yes
REC101_SEG0007,REC101,SPK009,train,5.456,data/processed/segments/REC101/REC101_SEG0007.wav,reviewed,u i umsexxar inu qqareɣas egg man aya uca ad t igg,yes
REC101_SEG0008_PART02,REC101,SPK009,train,12.008,data/processed/segments/REC101/REC101_SEG0008_PART02.wav,reviewed,necc ad awem iniɣ belli attas i dd ɣa yasen zi ccarq u zi rɣarb ad qqimen ɣar ttabra ak ḍ ibrahim ḍ isḥaq ḍ yaɛqub ḍi tgeldit n ijenwan,yes
REC101_SEG0009,REC101,SPK009,train,18.864,data/processed/segments/REC101/REC101_SEG0009.wav,reviewed,maca ṭarwa n tgeldit ad mmenḍaren barra ɣar ttarf aneggaru n tadjest dinni ad irin imettawen ḍ uɣezzi n teɣmas yasuɛ inna i rqebṭan x mya ruḥ ad imsar am mammec tumned uca iggenfa uḥenjir nnes ḍi ṭsaɛɛet nni,yes
REC101_SEG0011,REC101,SPK009,train,13.2,data/processed/segments/REC101/REC101_SEG0011.wav,reviewed,rexdenni yusa dd yasuɛ ɣar ṭaddarṭ n cimɛun izra taḍekkʷac nnes tezzer ḍayes timessi iḥada afus nnes uca truḥas ṭmessi rexdenni tekkar tsexxar xas,yes
REC101_SEG0012,REC101,SPK009,train,18.512,data/processed/segments/REC101/REC101_SEG0012.wav,reviewed,ɣar uɛecci iwyen dd ɣares attas n imaryaḥen i ḍaysen ccwaten issuffeɣ ccwaten nsen s yijjen wawar waha uca issgenfa marra imehrac ḥima ad ittwakemmer min ittwannan zeg unabi icaɛya ad iksi reḥriq nneɣ u ad yarbu rehrac nneɣ,yes
